"IDCNTRY","IDPOP","IDGRADER","IDGRADE","IDSCHOOL","IDCLASS","IDSTUD","ITSEX","ITADMINI","ITLANG_SA","ITLANG_SQ","IDBOOK","ASBR08A","ASBR08B","ASBR08C","ASBR08D","ASBR08E","ASBR08F","HOUWGT","TOTWGT","SENWGT","JKREP","JKZONE","ASRREA01","ASRREA02","ASRREA03","ASRREA04","ASRREA05","idbid"
9134,1,2,4,5001,500101,50010117,1,2,1,1,51,2,2,2,9,4,3,1.486722,22.281324,0.246146,1,70,516.78981,564.34333,512.97591,562.64368,536.20123,"RR5"
9134,1,2,4,5001,500101,50010118,1,2,1,1,7,2,2,2,3,4,4,1.486722,22.281324,0.246146,1,70,593.7342,637.99654,584.58915,611.3424,626.37146,"RR5"
9134,1,2,4,5001,500101,50010119,2,2,1,1,14,1,1,2,2,3,4,1.486722,22.281324,0.246146,1,70,608.31869,574.71423,658.72914,600.88685,628.36753,"RR5"
9134,1,2,4,5008,500801,50080101,1,2,1,1,2,2,9,9,9,9,9,1.27542,19.114561,0.211162,1,6,464.04161,461.80014,422.66936,412.88813,423.96951,"RR5"
9134,1,2,4,5008,500801,50080102,1,2,1,1,75,1,1,3,4,4,4,1.27542,19.114561,0.211162,1,6,587.25632,565.36965,611.67922,609.63456,620.26893,"RR5"
9134,1,2,4,5008,500801,50080103,2,2,1,1,11,2,2,3,4,4,3,1.27542,19.114561,0.211162,1,6,484.36784,541.14497,534.38319,484.7911,520.78653,"RR5"
9134,1,2,4,5008,500801,50080105,2,2,1,1,29,2,3,1,1,1,9,1.27542,19.114561,0.211162,1,6,361.35099,384.88558,381.28043,406.11131,407.80581,"RR5"
9134,1,2,4,5008,500801,50080106,1,2,1,1,3,1,1,4,2,4,4,1.27542,19.114561,0.211162,1,6,572.18988,595.95729,589.48144,590.04983,586.79592,"RR5"
9134,1,2,4,5008,500801,50080107,1,2,1,1,4,1,2,2,3,2,3,1.27542,19.114561,0.211162,1,6,448.15078,433.60534,398.5943,483.04441,416.2899,"RR5"
9134,1,2,4,5008,500801,50080108,1,2,1,1,30,1,1,4,4,4,4,1.27542,19.114561,0.211162,1,6,520.82447,481.63014,558.09549,520.22283,481.50331,"RR5"
9134,1,2,4,5008,500801,50080109,2,2,1,1,5,1,1,9,1,4,4,1.27542,19.114561,0.211162,1,6,455.43653,455.93975,368.85673,426.67146,470.12774,"RR5"
9134,1,2,4,5008,500801,50080110,2,2,1,1,13,1,1,4,1,1,1,1.27542,19.114561,0.211162,1,6,474.51557,496.38163,478.40426,455.81302,502.07015,"RR5"
9134,1,2,4,5008,500801,50080112,2,2,1,1,6,2,1,1,1,1,1,1.27542,19.114561,0.211162,1,6,455.06912,483.93231,447.53855,497.28692,488.8994,"RR5"
9134,1,2,4,5008,500801,50080113,1,2,1,1,14,9,9,9,9,9,9,1.27542,19.114561,0.211162,1,6,431.7358,465.94786,475.44181,456.98945,472.09384,"RR5"
9134,1,2,4,5008,500801,50080114,2,2,1,1,31,2,2,1,1,3,1,1.27542,19.114561,0.211162,1,6,468.56175,469.30323,418.7092,436.22869,468.09441,"RR5"
9134,1,2,4,5008,500803,50080301,1,2,1,1,7,1,1,1,4,4,4,1.17731,17.64421,0.194919,1,6,602.85307,630.53848,642.78392,613.64613,573.56411,"RR5"
9134,1,2,4,5008,500803,50080302,1,2,1,1,15,1,1,3,4,4,4,1.17731,17.64421,0.194919,1,6,582.32151,572.82091,542.40993,556.80129,560.61825,"RR5"
9134,1,2,4,5008,500803,50080303,2,2,1,1,32,2,2,2,2,2,2,1.17731,17.64421,0.194919,1,6,409.75253,434.59283,475.36686,483.42262,344.03692,"RR5"
9134,1,2,4,5008,500803,50080304,2,2,1,1,8,2,2,3,4,4,4,1.17731,17.64421,0.194919,1,6,426.38069,472.06384,435.10637,439.97161,451.43688,"RR5"
9134,1,2,4,5008,500803,50080305,1,2,1,1,16,1,2,3,4,4,4,1.17731,17.64421,0.194919,1,6,481.65886,515.62133,556.07899,562.28765,532.95555,"RR5"
9134,1,2,4,5008,500803,50080307,2,2,1,1,17,4,4,1,1,1,1,1.17731,17.64421,0.194919,1,6,355.17211,409.30683,398.0445,446.76858,383.07206,"RR5"
9134,1,2,4,5008,500803,50080308,2,2,1,1,18,1,1,4,2,1,4,1.17731,17.64421,0.194919,1,6,446.19687,453.23685,441.43973,435.74968,446.11656,"RR5"
9134,1,2,4,5008,500803,50080309,2,2,1,1,33,9,9,9,9,9,9,1.17731,17.64421,0.194919,1,6,330.69062,385.59201,393.6209,414.72546,455.35379,"RR5"
9134,1,2,4,5008,500803,50080310,1,2,1,1,9,1,1,1,4,4,4,1.17731,17.64421,0.194919,1,6,587.27374,565.3302,622.57922,604.9626,593.52402,"RR5"
9134,1,2,4,5008,500803,50080311,1,2,1,1,1,1,1,1,3,4,4,1.17731,17.64421,0.194919,1,6,562.34042,523.5501,559.57187,546.491,541.51193,"RR5"
9134,1,2,4,5008,500803,50080312,2,2,1,1,34,2,2,4,4,1,4,1.17731,17.64421,0.194919,1,6,474.85326,487.55078,519.07422,511.07972,527.61902,"RR5"
9134,1,2,4,5008,500803,50080313,1,2,1,1,10,2,3,1,2,1,9,1.17731,17.64421,0.194919,1,6,528.25529,500.75816,414.62093,490.3154,491.44185,"RR5"
9134,1,2,4,5008,500803,50080315,2,2,1,1,78,2,2,3,4,4,4,1.17731,17.64421,0.194919,1,6,509.66989,532.33146,525.95586,554.92805,518.99611,"RR5"
9134,1,2,4,5011,501102,50110201,2,3,1,1,8,1,3,2,4,4,4,0.665983,9.981002,0.110262,0,92,581.96418,592.63925,575.02389,554.76408,597.88838,"RR5"
9134,1,2,4,5011,501102,50110202,2,3,1,1,10,1,1,3,4,4,4,0.665983,9.981002,0.110262,0,92,574.77656,617.36801,623.03732,657.07496,646.48629,"RR5"
9134,1,2,4,5011,501102,50110204,2,3,1,1,51,1,1,3,4,4,4,0.665983,9.981002,0.110262,0,92,431.82294,505.39201,505.44318,455.18559,435.9273,"RR5"
9134,1,2,4,5011,501102,50110205,1,3,1,1,11,1,1,2,2,2,4,0.665983,9.981002,0.110262,0,92,557.02753,525.6837,555.11992,560.30821,578.45379,"RR5"
9134,1,2,4,5011,501102,50110206,2,3,1,1,9,1,1,4,4,4,4,0.665983,9.981002,0.110262,0,92,609.41497,625.22386,586.54411,633.30431,629.41422,"RR5"
9134,1,2,4,5011,501102,50110207,1,3,1,1,30,1,1,4,4,4,4,0.665983,9.981002,0.110262,0,92,632.9792,613.90635,689.80428,572.65552,620.34588,"RR5"
9134,1,2,4,5011,501102,50110208,2,3,1,1,12,1,1,3,4,4,4,0.665983,9.981002,0.110262,0,92,609.37256,612.2532,585.21441,616.30386,584.90576,"RR5"
9134,1,2,4,5011,501102,50110209,2,3,1,1,13,1,2,2,4,4,4,0.665983,9.981002,0.110262,0,92,544.12193,532.60318,559.00825,521.18799,545.28638,"RR5"
9134,1,2,4,5011,501102,50110210,1,3,1,1,31,1,1,9,9,9,9,0.665983,9.981002,0.110262,0,92,403.38899,467.36518,429.52588,434.49126,435.75476,"RR5"
9134,1,2,4,5011,501102,50110211,1,3,1,1,1,1,2,1,2,1,3,0.665983,9.981002,0.110262,0,92,536.49577,564.94965,557.9475,492.80519,569.688,"RR5"
9134,1,2,4,5011,501102,50110212,1,3,1,1,14,3,4,1,1,2,1,0.665983,9.981002,0.110262,0,92,526.83844,502.59823,535.91536,487.18567,494.42639,"RR5"
9134,1,2,4,5011,501102,50110213,2,3,1,1,52,1,1,2,4,4,9,0.665983,9.981002,0.110262,0,92,593.61462,600.43556,627.32271,617.3034,538.07812,"RR5"
9134,1,2,4,5011,501102,50110214,2,3,1,1,15,2,1,1,2,2,4,0.665983,9.981002,0.110262,0,92,448.15743,413.9143,469.24252,405.68102,420.65821,"RR5"
9134,1,2,4,5011,501102,50110215,2,3,1,1,2,1,1,4,4,4,4,0.665983,9.981002,0.110262,0,92,542.55527,479.68367,512.91659,575.57915,555.34359,"RR5"
9134,1,2,4,5011,501102,50110216,1,3,1,1,32,1,1,3,4,4,4,0.665983,9.981002,0.110262,0,92,583.03518,571.08044,591.71432,553.1307,535.77281,"RR5"
9134,1,2,4,5011,501102,50110217,2,3,1,1,3,1,1,2,3,4,4,0.665983,9.981002,0.110262,0,92,499.05771,521.48284,520.2305,522.19342,476.63611,"RR5"
9134,1,2,4,5011,501102,50110218,1,3,1,1,4,3,4,3,1,3,1,0.665983,9.981002,0.110262,0,92,475.48069,479.6856,460.88651,483.10036,482.44601,"RR5"
9134,1,2,4,5011,501102,50110219,1,3,1,1,33,2,2,3,3,4,4,0.665983,9.981002,0.110262,0,92,523.3357,533.54107,578.55641,549.92865,519.84636,"RR5"
9134,1,2,4,5011,501102,50110220,1,3,1,1,5,1,1,2,3,3,3,0.665983,9.981002,0.110262,0,92,509.96003,431.12102,456.3236,433.66496,482.36025,"RR5"
9134,1,2,4,5011,501102,50110221,2,3,1,1,6,1,9,9,9,9,9,0.665983,9.981002,0.110262,0,92,429.53748,408.82252,402.10473,335.73724,390.45731,"RR5"
9134,1,2,4,5011,501103,50110301,2,3,1,1,16,1,1,2,4,4,4,0.699282,10.480052,0.115775,0,92,460.77098,439.47061,409.87825,467.21724,449.05148,"RR5"
9134,1,2,4,5011,501103,50110302,2,3,1,1,53,NA,NA,NA,NA,NA,NA,0.699282,10.480052,0.115775,0,92,410.52372,349.52362,377.57944,431.02513,388.83802,"RR5"
9134,1,2,4,5011,501103,50110303,1,3,1,1,6,2,1,3,2,4,4,0.699282,10.480052,0.115775,0,92,449.68047,386.07379,428.27043,424.41005,477.25813,"RR5"
9134,1,2,4,5011,501103,50110304,2,3,1,1,17,2,2,2,4,4,2,0.699282,10.480052,0.115775,0,92,542.51185,537.6118,569.66614,518.75567,520.24015,"RR5"
9134,1,2,4,5011,501103,50110305,2,3,1,1,34,1,1,4,1,4,4,0.699282,10.480052,0.115775,0,92,585.48465,623.37263,603.26016,592.10363,628.05384,"RR5"
9134,1,2,4,5011,501103,50110307,1,3,1,1,7,1,2,2,4,4,4,0.699282,10.480052,0.115775,0,92,585.69923,571.27944,560.24978,573.19455,632.68339,"RR5"
9134,1,2,4,5011,501103,50110308,1,3,1,1,35,1,2,3,3,3,3,0.699282,10.480052,0.115775,0,92,626.53335,619.68306,656.59078,614.1161,580.65248,"RR5"
9134,1,2,4,5011,501103,50110309,2,3,1,1,10,1,1,3,4,3,4,0.699282,10.480052,0.115775,0,92,442.63832,435.37503,400.78673,384.60797,435.02916,"RR5"
9134,1,2,4,5011,501103,50110310,2,3,1,1,8,1,1,1,1,1,1,0.699282,10.480052,0.115775,0,92,582.38911,583.25075,560.59762,534.15865,595.8838,"RR5"
9134,1,2,4,5011,501103,50110311,2,3,1,1,54,1,2,2,4,4,4,0.699282,10.480052,0.115775,0,92,433.81252,461.91425,418.90461,426.66984,381.88979,"RR5"
9134,1,2,4,5011,501103,50110312,2,3,1,1,9,1,2,4,3,4,4,0.699282,10.480052,0.115775,0,92,589.84602,565.21599,589.91986,633.88159,607.30069,"RR5"
9134,1,2,4,5011,501103,50110313,1,3,1,1,1,1,1,3,4,4,4,0.699282,10.480052,0.115775,0,92,603.71301,565.95296,589.56123,593.18892,650.18833,"RR5"
9134,1,2,4,5011,501103,50110314,2,3,1,1,36,1,1,4,4,4,4,0.699282,10.480052,0.115775,0,92,585.69319,615.43656,622.43073,613.7681,622.68936,"RR5"
9134,1,2,4,5011,501103,50110316,2,3,1,1,11,1,1,3,4,4,3,0.699282,10.480052,0.115775,0,92,588.02479,601.25954,518.41738,580.20859,599.91462,"RR5"
9134,1,2,4,5011,501103,50110317,2,3,1,1,2,1,1,2,4,9,9,0.699282,10.480052,0.115775,0,92,554.07777,570.43578,562.85865,581.55816,601.05194,"RR5"
9134,1,2,4,5011,501103,50110318,2,3,1,1,37,1,1,2,4,4,4,0.699282,10.480052,0.115775,0,92,626.38778,625.42408,589.81323,584.58555,617.64496,"RR5"
9134,1,2,4,5011,501103,50110319,2,3,1,1,3,1,1,2,4,9,4,0.699282,10.480052,0.115775,0,92,501.42698,523.79545,498.33688,500.83473,482.39873,"RR5"
9134,1,2,4,5011,501103,50110320,1,3,1,1,12,2,1,2,3,4,3,0.699282,10.480052,0.115775,0,92,579.54624,578.34407,537.86749,551.22196,559.98539,"RR5"
9134,1,2,4,5011,501103,50110321,2,3,1,1,55,1,1,4,4,4,9,0.699282,10.480052,0.115775,0,92,546.47378,521.78955,493.77124,548.21023,563.04172,"RR5"
9134,1,2,4,5011,501103,50110322,2,3,1,1,13,1,1,3,3,3,3,0.699282,10.480052,0.115775,0,92,546.83676,596.23135,597.94196,605.32983,572.54871,"RR5"
9134,1,2,4,5012,501201,50120101,1,3,1,1,2,1,1,4,4,4,4,0.438943,6.578388,0.072673,0,44,610.67456,597.38872,556.90429,564.79198,538.58673,"RR5"
9134,1,2,4,5012,501201,50120102,1,3,1,1,15,1,1,3,4,4,2,0.438943,6.578388,0.072673,0,44,568.66649,540.144,564.18472,526.48829,543.53494,"RR5"
9134,1,2,4,5012,501201,50120103,2,3,1,1,28,2,1,2,4,4,4,0.438943,6.578388,0.072673,0,44,514.68831,513.55437,538.47721,550.81537,561.24472,"RR5"
9134,1,2,4,5012,501201,50120104,2,3,1,1,16,1,1,3,4,4,4,0.438943,6.578388,0.072673,0,44,607.2089,568.86429,604.51531,577.42838,615.07314,"RR5"
9134,1,2,4,5012,501201,50120105,1,3,1,1,3,1,1,1,4,4,4,0.438943,6.578388,0.072673,0,44,529.12017,589.11175,566.43435,561.12953,564.8529,"RR5"
9134,1,2,4,5012,501201,50120106,1,3,1,1,29,1,1,1,3,4,3,0.438943,6.578388,0.072673,0,44,554.49908,533.1734,532.42379,556.96497,537.94983,"RR5"
9134,1,2,4,5012,501201,50120107,2,3,1,1,4,2,2,3,3,3,3,0.438943,6.578388,0.072673,0,44,576.23159,553.88529,527.21232,629.60299,603.94899,"RR5"
9134,1,2,4,5012,501201,50120108,1,3,1,1,17,1,1,3,2,4,1,0.438943,6.578388,0.072673,0,44,594.97103,592.82333,576.30376,530.04048,544.98686,"RR5"
9134,1,2,4,5012,501201,50120109,1,3,1,1,41,1,2,3,4,4,3,0.438943,6.578388,0.072673,0,44,564.8588,539.70909,557.9478,592.42182,581.54526,"RR5"
9134,1,2,4,5012,501202,50120201,2,2,1,1,18,2,2,2,2,3,4,0.4552,6.822032,0.075364,0,44,618.48871,604.33417,540.07435,603.38742,582.28463,"RR5"
9134,1,2,4,5012,501202,50120202,2,2,1,1,10,1,1,1,4,4,4,0.4552,6.822032,0.075364,0,44,535.11076,563.36619,551.98447,591.08975,535.89432,"RR5"
9134,1,2,4,5012,501202,50120203,2,2,1,1,30,1,1,3,4,4,1,0.4552,6.822032,0.075364,0,44,542.37504,504.14823,474.96858,528.11811,496.69231,"RR5"
9134,1,2,4,5012,501202,50120204,2,2,1,1,11,1,1,4,4,4,4,0.4552,6.822032,0.075364,0,44,635.41708,663.57627,663.33503,625.10681,712.54287,"RR5"
9134,1,2,4,5012,501202,50120205,1,2,1,1,5,3,2,3,3,2,2,0.4552,6.822032,0.075364,0,44,470.40585,502.21616,508.7806,474.64286,531.51821,"RR5"
9134,1,2,4,5012,501202,50120206,1,2,1,1,31,2,2,1,2,2,1,0.4552,6.822032,0.075364,0,44,488.69345,472.76693,497.38598,512.45583,500.51688,"RR5"
9134,1,2,4,5012,501202,50120207,2,2,1,1,12,1,1,2,4,4,4,0.4552,6.822032,0.075364,0,44,550.87635,540.14968,587.39231,565.8614,562.7334,"RR5"
9134,1,2,4,5012,501202,50120208,2,2,1,1,6,1,1,2,4,2,4,0.4552,6.822032,0.075364,0,44,530.79835,503.34179,560.56988,520.14349,528.50552,"RR5"
9134,1,2,4,5012,501202,50120209,2,2,1,1,42,3,2,3,4,4,2,0.4552,6.822032,0.075364,0,44,553.50102,535.28519,562.41679,566.546,551.36643,"RR5"
9134,1,2,4,5012,501202,50120210,1,2,1,1,7,1,2,2,4,4,4,0.4552,6.822032,0.075364,0,44,561.04194,571.57378,564.31637,536.23452,552.30164,"RR5"
9134,1,2,4,5012,501202,50120211,1,2,1,1,8,1,1,4,4,4,4,0.4552,6.822032,0.075364,0,44,524.28923,499.74117,487.70673,510.65289,477.66842,"RR5"
9134,1,2,4,5012,501202,50120212,2,2,1,1,32,1,1,4,1,1,1,0.4552,6.822032,0.075364,0,44,453.43597,462.1886,478.13864,439.29251,459.55209,"RR5"
9134,1,2,4,5012,501202,50120213,2,2,1,1,13,2,1,2,2,4,3,0.4552,6.822032,0.075364,0,44,530.31669,553.21274,598.09398,587.01288,552.71932,"RR5"
9134,1,2,4,5012,501202,50120214,1,2,1,1,14,2,2,1,4,3,3,0.4552,6.822032,0.075364,0,44,475.14743,477.12845,509.48142,460.88943,451.54401,"RR5"
9134,1,2,4,5012,501202,50120215,2,2,1,1,33,2,2,3,3,3,3,0.4552,6.822032,0.075364,0,44,538.09144,538.81349,519.46735,493.02277,507.26684,"RR5"
9134,1,2,4,5012,501202,50120216,2,2,1,1,15,3,2,2,2,2,2,0.4552,6.822032,0.075364,0,44,549.14972,576.50663,568.82218,571.28662,549.57773,"RR5"
9134,1,2,4,5012,501202,50120217,1,2,1,1,16,1,1,1,1,1,1,0.4552,6.822032,0.075364,0,44,415.64943,437.37484,445.37416,454.71664,453.55396,"RR5"
9134,1,2,4,5012,501202,50120218,2,2,1,1,43,2,2,1,4,4,4,0.4552,6.822032,0.075364,0,44,505.55,528.20921,488.00876,502.74765,484.13457,"RR5"
9134,1,2,4,5012,501202,50120219,1,2,1,1,9,2,3,2,3,2,3,0.4552,6.822032,0.075364,0,44,474.78969,439.72711,419.42838,445.49693,471.92636,"RR5"
9134,1,2,4,5012,501202,50120220,2,2,1,1,1,3,4,2,2,2,3,0.4552,6.822032,0.075364,0,44,531.76185,497.81194,500.85505,509.68031,510.47243,"RR5"
9134,1,2,4,5012,501202,50120221,2,2,1,1,34,2,1,3,1,1,1,0.4552,6.822032,0.075364,0,44,344.1086,383.41967,362.2176,366.76332,348.62922,"RR5"
9134,1,2,4,5012,501202,50120222,2,2,1,1,2,2,2,2,3,4,3,0.4552,6.822032,0.075364,0,44,510.83609,510.27091,483.42406,461.44626,492.80851,"RR5"
9134,1,2,4,5012,501202,50120223,1,2,1,1,3,2,3,3,4,3,3,0.4552,6.822032,0.075364,0,44,450.99476,387.11827,431.4988,416.12782,396.76135,"RR5"
9134,1,2,4,5012,501202,50120225,1,2,1,1,4,1,1,3,4,4,3,0.4552,6.822032,0.075364,0,44,507.60576,479.73672,460.21778,474.92473,476.99557,"RR5"
9134,1,2,4,5012,501202,50120226,2,2,1,1,17,1,1,2,3,3,4,0.4552,6.822032,0.075364,0,44,539.77194,523.95337,457.66046,508.37672,504.82929,"RR5"
9134,1,2,4,5012,501202,50120227,1,2,1,1,44,2,2,4,4,4,4,0.4552,6.822032,0.075364,0,44,471.25048,461.3203,443.99574,435.5797,404.80629,"RR5"
9134,1,2,4,5012,501202,50120228,2,2,1,1,18,2,1,3,3,4,4,0.4552,6.822032,0.075364,0,44,544.22106,514.35847,555.21122,538.35373,578.08998,"RR5"
9134,1,2,4,5012,501203,50120301,2,2,1,1,44,1,1,1,3,4,4,0.456501,6.841523,0.07558,0,44,634.05856,612.8076,623.37376,595.73842,619.22153,"RR5"
9134,1,2,4,5012,501203,50120302,1,2,1,1,18,1,1,3,3,3,4,0.456501,6.841523,0.07558,0,44,572.49785,522.75715,489.52852,581.31422,527.3435,"RR5"
9134,1,2,4,5012,501203,50120303,2,2,1,1,10,1,1,4,4,4,4,0.456501,6.841523,0.07558,0,44,599.82715,615.01138,629.15439,589.43563,613.82435,"RR5"
9134,1,2,4,5012,501203,50120304,1,2,1,1,36,1,1,4,4,4,4,0.456501,6.841523,0.07558,0,44,634.15789,595.66478,606.18427,632.16205,637.97942,"RR5"
9134,1,2,4,5012,501203,50120305,2,2,1,1,5,2,2,3,1,2,2,0.456501,6.841523,0.07558,0,44,469.09186,493.87793,483.23138,491.70505,472.17991,"RR5"
9134,1,2,4,5012,501203,50120306,2,2,1,1,11,1,1,4,4,4,4,0.456501,6.841523,0.07558,0,44,635.64254,603.37366,604.30588,687.05584,713.35788,"RR5"
9134,1,2,4,5012,501203,50120307,2,2,1,1,37,2,1,2,1,3,3,0.456501,6.841523,0.07558,0,44,559.82829,573.04405,556.66168,583.57645,591.0655,"RR5"
9134,1,2,4,5012,501203,50120308,1,2,1,1,6,1,1,3,4,4,9,0.456501,6.841523,0.07558,0,44,522.16375,571.02121,593.92945,571.82596,571.55386,"RR5"
9134,1,2,4,5012,501203,50120309,2,2,1,1,12,1,2,3,4,2,2,0.456501,6.841523,0.07558,0,44,356.4718,353.2919,352.58183,351.3517,357.39814,"RR5"
9134,1,2,4,5012,501203,50120310,1,2,1,1,45,1,3,1,1,1,3,0.456501,6.841523,0.07558,0,44,479.49006,430.94778,459.90737,434.58159,437.69889,"RR5"
9134,1,2,4,5012,501203,50120311,1,2,1,1,13,2,2,4,4,4,4,0.456501,6.841523,0.07558,0,44,600.15678,638.3991,583.03227,630.24477,547.38583,"RR5"
9134,1,2,4,5012,501203,50120312,2,2,1,1,7,1,1,3,4,4,9,0.456501,6.841523,0.07558,0,44,628.11079,633.76433,593.09315,579.06461,615.17471,"RR5"
9134,1,2,4,5012,501203,50120313,1,2,1,1,38,1,1,3,4,4,3,0.456501,6.841523,0.07558,0,44,626.29882,541.61103,577.81858,566.72046,583.09468,"RR5"
9134,1,2,4,5012,501203,50120314,1,2,1,1,8,1,1,2,4,4,4,0.456501,6.841523,0.07558,0,44,692.44697,647.74519,709.18892,665.58922,667.57713,"RR5"
9134,1,2,4,5012,501203,50120316,2,2,1,1,19,1,1,2,2,2,4,0.456501,6.841523,0.07558,0,44,530.50952,497.93284,516.05568,515.08651,502.35033,"RR5"
9134,1,2,4,5012,501203,50120317,1,2,1,1,9,1,1,3,4,4,3,0.456501,6.841523,0.07558,0,44,488.08224,469.72415,482.32911,514.3779,477.66235,"RR5"
9134,1,2,4,5012,501203,50120318,1,2,1,1,1,1,2,1,2,3,2,0.456501,6.841523,0.07558,0,44,376.12125,392.67692,354.11783,392.67058,315.34768,"RR5"
9134,1,2,4,5012,501203,50120319,2,2,1,1,46,1,1,4,4,4,4,0.456501,6.841523,0.07558,0,44,555.30996,543.72921,563.27508,560.63118,551.96415,"RR5"
9134,1,2,4,5012,501203,50120320,2,2,1,1,15,2,3,1,1,2,3,0.456501,6.841523,0.07558,0,44,403.132,371.48001,372.28847,414.42537,400.09299,"RR5"
9134,1,2,4,5012,501203,50120321,1,2,1,1,2,1,1,4,4,4,4,0.456501,6.841523,0.07558,0,44,623.22222,636.94059,679.49917,675.29782,659.65745,"RR5"
9134,1,2,4,5012,501203,50120322,2,2,1,1,20,1,2,1,2,1,2,0.456501,6.841523,0.07558,0,44,379.82426,321.6762,345.18741,398.93034,406.19208,"RR5"
9134,1,2,4,5012,501203,50120323,1,2,1,1,3,1,1,1,2,2,4,0.456501,6.841523,0.07558,0,44,500.39014,524.90059,549.03201,504.5807,556.05238,"RR5"
9134,1,2,4,5012,501203,50120324,2,2,1,1,4,1,1,1,1,1,1,0.456501,6.841523,0.07558,0,44,593.56596,595.57898,517.24142,590.80289,545.25782,"RR5"
9134,1,2,4,5012,501203,50120325,2,2,1,1,21,1,9,4,4,4,4,0.456501,6.841523,0.07558,0,44,490.31915,519.71661,517.86224,551.31829,521.67121,"RR5"
9134,1,2,4,5012,501203,50120326,2,2,1,1,16,2,3,3,1,1,3,0.456501,6.841523,0.07558,0,44,336.06184,363.56178,349.28849,327.20833,364.54433,"RR5"
9134,1,2,4,5019,501901,50190101,2,2,1,1,58,1,1,3,3,4,4,0.68227,10.225103,0.112959,0,123,632.83725,573.10511,617.47237,609.59021,676.77113,"RR5"
9134,1,2,4,5019,501901,50190102,2,2,1,1,4,1,1,1,4,4,4,0.68227,10.225103,0.112959,0,123,474.96861,525.41806,521.49282,484.0826,451.14101,"RR5"
9134,1,2,4,5019,501901,50190103,1,2,1,1,5,1,2,2,4,4,4,0.68227,10.225103,0.112959,0,123,611.74556,638.16551,639.33603,605.95288,627.58948,"RR5"
9134,1,2,4,5019,501901,50190104,1,2,1,1,35,1,1,2,1,4,4,0.68227,10.225103,0.112959,0,123,568.01982,545.92477,551.3234,544.03407,513.32027,"RR5"
9134,1,2,4,5019,501901,50190105,2,2,1,1,16,2,2,1,2,3,1,0.68227,10.225103,0.112959,0,123,387.55237,425.18516,426.07326,418.26747,430.88675,"RR5"
